City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,zaozersk,69.4005,32.4476,16.23,83,86,5.3,RU,1715119786
365,pankrushikha,53.8319,80.3406,49.23,73,97,7.0,RU,1715119786
366,mount vernon,40.9126,-73.8371,82.63,40,40,20.71,US,1715119638
367,umea,63.8284,20.2597,30.13,59,0,5.75,SE,1715119620
368,maunabo,18.0072,-65.8993,79.7,98,21,8.12,PR,1715119787
369,vila franca do campo,37.7167,-25.4333,64.89,99,14,8.75,PT,1715119787
370,island harbour,50.724,-1.2758,56.19,78,17,1.01,GB,1715119787
371,teguise,29.0605,-13.564,64.62,77,20,11.5,ES,1715119787
372,geraldton,-28.7667,114.6,64.81,48,91,13.8,AU,1715119787
373,ichnya,50.8626,32.3942,38.32,85,26,6.15,UA,1715119787
374,luwuk,-0.9516,122.7875,73.38,91,37,3.58,ID,1715119639
375,beatrice,40.2681,-96.747,76.98,29,40,17.27,US,1715119787
376,abu,24.6,72.7,83.35,39,16,5.55,IN,1715119788
377,kranenburg,51.7833,6.0167,55.22,82,3,7.36,DE,1715119788
378,stephenville,32.2207,-98.2023,89.15,25,0,3.44,US,1715119588
379,alto barinas,8.5931,-70.2261,89.26,60,27,9.66,VE,1715119788
380,tolanaro,-25.0319,46.9987,72.55,84,81,14.54,MG,1715119788
381,crane,31.3974,-102.3501,91.94,8,0,16.04,US,1715119788
382,bonnyville,54.2668,-110.735,45.25,97,100,9.35,CA,1715119788
383,demre,36.2537,29.9777,60.91,56,3,6.62,TR,1715119788
384,san luis,-33.295,-66.3356,59.61,46,0,1.39,AR,1715119605
385,okha,53.5739,142.9478,31.24,81,96,8.99,RU,1715119583
386,hwange,-18.3693,26.5019,70.41,50,1,1.95,ZW,1715119789
387,kharan,28.5833,65.4167,86.05,14,0,8.3,PK,1715119789
388,kristiansund,63.1115,7.732,48.25,93,100,10.36,NO,1715119789
389,bonthe,7.5264,-12.505,82.81,82,21,5.32,SL,1715119789
390,puerto leguizamo,-0.1934,-74.7819,85.41,73,96,0.2,CO,1715119789
391,salida,37.7058,-121.0849,74.89,45,0,11.5,US,1715119698
392,tiraspol,46.8403,29.6433,59.99,90,100,6.73,MD,1715119789
393,mariehamn,60.0973,19.9348,36.82,75,0,3.44,AX,1715119789
394,barcelos,41.5388,-8.6151,64.85,76,100,4.97,PT,1715119789
395,jindabyne,-36.4167,148.6333,44.58,92,1,1.01,AU,1715119789
396,alghero,40.5589,8.3181,51.89,100,20,2.3,IT,1715119790
397,praia da vitoria,38.7333,-27.0667,66.76,95,40,18.12,PT,1715119790
398,senador jose porfirio,-2.5908,-51.9542,80.11,86,78,6.49,BR,1715119790
399,kuanda,56.3161,116.0806,41.49,63,76,13.65,RU,1715119790
400,coronel suarez,-37.4547,-61.9334,56.32,97,100,6.58,AR,1715119790
401,nuriootpa,-34.4833,139.0,53.65,72,0,8.79,AU,1715119743
402,saint-francois,46.4154,3.9054,53.04,87,0,10.36,FR,1715119790
403,arteche,12.2645,125.4048,79.63,87,100,6.17,PH,1715119790
404,ash shatrah,31.4117,46.1742,77.2,26,99,12.21,IQ,1715119790
405,lockwood,45.8191,-108.4149,48.42,54,100,33.38,US,1715119790
406,puerto armuelles,8.2833,-82.8667,86.09,69,61,4.0,PA,1715119790
407,bundaberg,-24.85,152.35,68.22,91,22,5.99,AU,1715119791
408,hinton,53.4001,-117.5857,52.93,41,100,11.56,CA,1715119791
409,kroya,-7.6331,109.2461,76.17,92,9,4.23,ID,1715119791
410,ajdabiya,30.7554,20.2263,72.18,32,56,4.72,LY,1715119791
411,el calafate,-50.3408,-72.2768,27.66,69,91,1.97,AR,1715119791
412,bull savanna,17.8868,-77.5902,80.44,76,12,7.9,JM,1715119791
413,shahrud,36.4182,54.9763,62.28,40,0,6.15,IR,1715119791
414,yoko,5.5333,12.3167,71.37,77,100,3.67,CM,1715119791
415,midvagur,62.0511,-7.1939,47.23,87,75,14.97,FO,1715119791
416,marcali,46.585,17.412,58.87,92,100,2.1,HU,1715119792
417,arno,60.1167,18.6333,36.79,69,67,3.56,SE,1715119792
418,ketchikan,55.3422,-131.6461,52.27,58,20,14.97,US,1715119792
419,rio grande,-32.035,-52.0986,71.71,93,93,6.96,BR,1715119520
420,laurel,39.0993,-76.8483,78.85,77,75,6.91,US,1715119591
421,ewo,-0.8725,14.8206,78.84,75,95,2.06,CG,1715119792
422,lompoc,34.6391,-120.4579,73.85,63,0,18.41,US,1715119708
423,al ghayzah,16.2079,52.176,85.26,74,0,9.06,YE,1715119792
424,watford city,47.8022,-103.2832,51.66,100,75,14.97,US,1715119793
425,gustavsberg,59.3268,18.3898,39.33,82,11,4.43,SE,1715119793
426,vari,37.8312,23.8081,69.64,57,0,4.61,GR,1715119793
427,sabzevar,36.2126,57.6819,71.2,35,2,5.35,IR,1715119793
428,prince rupert,54.3161,-130.3201,51.89,66,40,9.22,CA,1715119793
429,baganga,7.5739,126.56,77.13,74,97,4.54,PH,1715119793
430,imuris,30.7833,-110.8667,84.6,11,0,15.5,MX,1715119793
431,novovoronezh,51.3072,39.2173,42.89,80,74,17.74,RU,1715119793
432,zaraza,9.3503,-65.3245,92.61,44,94,10.94,VE,1715119793
433,aoulef,26.9667,1.0833,89.28,6,43,10.4,DZ,1715119793
434,new norfolk,-42.7826,147.0587,52.92,85,100,0.94,AU,1715119793
435,rongelap,11.1635,166.8941,81.3,81,76,19.57,MH,1715119794
436,pechora,65.1472,57.2244,24.85,96,100,5.01,RU,1715119794
437,monrovia,6.3005,-10.7969,80.37,85,14,8.01,LR,1715119794
438,kathmandu,27.7167,85.3167,61.02,88,75,2.3,NP,1715119541
439,san andres,12.5847,-81.7006,83.8,80,100,11.95,CO,1715119794
440,kapuskasing,49.4169,-82.4331,61.36,35,100,8.05,CA,1715119794
441,baiyin,36.5583,104.2081,58.46,57,82,2.73,CN,1715119794
442,wynyard,-41.0,145.7167,56.44,68,95,8.75,AU,1715119794
443,vorkuta,67.5,64.0,-1.89,100,82,5.01,RU,1715119794
444,guerrero negro,27.9769,-114.0611,67.8,55,0,20.4,MX,1715119585
445,kiffa,16.6166,-11.4045,95.32,6,0,8.03,MR,1715119795
446,chui,-33.6971,-53.4616,68.16,98,100,10.25,UY,1715119795
447,griffith,41.5284,-87.4237,79.52,82,75,12.66,US,1715119499
448,ak-dovurak,51.1833,90.6,54.1,33,100,4.0,RU,1715119795
449,kupang,-10.1667,123.5833,78.3,79,6,9.37,ID,1715119795
450,atamyrat,37.8357,65.2106,80.89,27,52,10.2,TM,1715119795
451,bridgetown,13.1,-59.6167,82.71,76,32,13.31,BB,1715119739
452,bishoftu,8.75,38.9833,63.7,78,28,4.23,ET,1715119795
453,manggar,-2.8833,108.2667,80.76,83,56,5.86,ID,1715119639
454,hengchun,22.0042,120.7439,78.6,80,67,11.68,TW,1715119795
455,remire-montjoly,4.9167,-52.2667,82.44,83,20,8.05,GF,1715119796
456,shar'ya,58.3686,45.5144,36.99,67,100,8.01,RU,1715119796
457,niquero,20.0431,-77.5828,84.51,70,25,5.73,CU,1715119796
458,khandud,36.9513,72.318,34.63,66,5,3.58,AF,1715119796
459,san antonio de pale,-1.4014,5.6325,81.59,81,100,5.1,GQ,1715119796
460,igrim,63.1906,64.4162,28.09,96,100,11.83,RU,1715119796
461,progreso,21.2833,-89.6667,107.71,80,40,17.65,MX,1715119796
462,rahimah,26.7079,50.0619,77.22,74,0,11.65,SA,1715119796
463,kaka,37.3482,59.6143,71.33,62,86,8.99,TM,1715119796
464,berezovyy,51.6667,135.7,48.16,48,65,2.89,RU,1715119797
465,adrar,20.5022,-10.0711,91.0,7,98,6.69,MR,1715119797
466,igarka,67.4667,86.5833,11.01,97,84,5.01,RU,1715119797
467,yung shue wan,22.2333,114.1167,78.22,85,99,8.59,HK,1715119797
468,ajaccio,42.0,8.9167,53.65,90,0,6.91,FR,1715119797
469,ixtapa,20.7,-105.2,79.83,74,100,12.66,MX,1715119797
470,antofagasta,-23.65,-70.4,59.92,84,93,6.55,CL,1715119797
471,sorong,-0.8833,131.25,79.18,87,93,5.26,ID,1715119797
472,castillos,-34.1667,-53.8333,67.6,99,100,7.81,UY,1715119797
473,shitanjing,39.2342,106.3439,59.13,21,70,9.62,CN,1715119798
474,daun,50.2,6.8333,52.99,87,56,4.61,DE,1715119798
475,tsiroanomandidy,-18.7667,46.0333,61.5,78,0,4.61,MG,1715119798
476,itoman,26.1247,127.6694,74.08,83,40,5.75,JP,1715119798
477,kulunda,52.566,78.9385,53.28,82,96,8.79,RU,1715119798
478,amahai,-3.3333,128.9167,85.19,86,75,4.5,ID,1715119798
479,umm kaddadah,13.6017,26.6876,85.12,14,100,16.02,SD,1715119798
480,mandalgovi,45.7625,106.2708,48.11,64,27,25.66,MN,1715119798
481,tazacorte,28.629,-17.9293,70.14,92,100,8.05,ES,1715119798
482,luderitz,-26.6481,15.1594,61.5,88,0,16.51,NA,1715119798
483,kshenskiy,51.8408,37.7136,38.46,87,100,16.82,RU,1715119799
484,xishan,27.6667,113.5,68.83,90,100,1.54,CN,1715119799
485,narrabri,-30.3167,149.7833,55.53,78,28,3.0,AU,1715119799
486,piacabucu,-10.4056,-36.4344,79.41,86,100,9.28,BR,1715119799
487,kurumkan,54.3,110.3,41.13,58,0,7.0,RU,1715119799
488,lijiang,26.8688,100.2207,51.87,72,100,3.85,CN,1715119799
489,suva,-18.1416,178.4415,78.28,83,75,8.05,FJ,1715119799
490,masaya sur,16.497,121.7456,73.96,68,22,1.95,PH,1715119799
491,ugoofaaru,5.6667,73.0,84.24,79,93,9.17,MV,1715119799
492,fuglafjordur,62.244,-6.814,46.87,82,100,13.87,FO,1715119799
493,businga,3.3333,20.8833,75.79,84,59,2.53,CD,1715119799
494,nuuk,64.1835,-51.7216,34.41,60,0,8.05,GL,1715119800
495,petauke,-14.2426,31.3253,67.15,63,0,7.7,ZM,1715119800
496,susuman,62.7833,148.1667,32.99,75,67,5.01,RU,1715119800
497,santa fe do sul,-20.2111,-50.9258,80.31,43,2,7.07,BR,1715119800
498,la passe,45.5549,-0.8967,57.43,88,0,6.78,FR,1715119800
499,masterton,-40.9597,175.6575,49.89,59,18,4.27,NZ,1715119585
500,sinabang,2.4803,96.3801,80.35,82,96,3.56,ID,1715119800
501,torghay,49.6339,63.4981,53.74,46,87,10.27,KZ,1715119800
502,shchyolkino,45.4291,35.8223,60.57,66,4,2.64,UA,1715119800
503,parnarama,-5.6817,-43.0933,80.37,73,77,3.31,BR,1715119801
504,mata-utu,-13.2816,-176.1745,85.35,77,92,13.24,WF,1715119801
505,raufoss,60.7264,10.6172,45.99,95,97,3.13,NO,1715119801
506,dalian,38.9122,121.6022,53.53,62,0,6.71,CN,1715119566
507,cole harbour,44.6724,-63.4751,63.19,73,44,7.49,CA,1715119665
508,bonanza,14.0289,-84.591,90.7,47,21,8.01,NI,1715119802
509,swift current,50.2834,-107.8014,49.01,93,100,23.02,CA,1715119802
510,porto novo,6.4965,2.6036,83.91,77,100,8.61,BJ,1715119802
511,callao,-12.0667,-77.15,68.29,77,40,12.66,PE,1715119546
512,ebon,4.582,168.6964,80.38,85,100,5.41,MH,1715119803
513,mount isa,-20.7333,139.5,65.97,52,53,1.14,AU,1715119803
514,zakynthos,37.7914,20.8953,62.64,76,27,2.66,GR,1715119803
515,mramani,-12.3464,44.5286,80.04,77,4,10.78,KM,1715119803
516,kloulklubed,7.0419,134.2556,79.3,78,88,8.63,PW,1715119803
517,rawai,7.7797,98.3253,86.99,73,100,12.19,TH,1715119803
518,ust'-kulom,61.6864,53.6902,26.56,80,83,6.6,RU,1715119803
519,kegeyli shahar,42.7767,59.6078,75.29,48,100,6.78,UZ,1715119804
520,p'ot'i,42.1462,41.672,56.62,86,100,9.53,GE,1715119804
521,yerofey pavlovich,53.9667,121.9667,51.78,73,100,1.36,RU,1715119804
522,hailar,49.2,119.7,60.4,24,73,15.23,CN,1715119804
523,guaruja,-23.9931,-46.2564,81.9,26,3,7.0,BR,1715119680
524,ternate,0.8,127.4,81.23,81,75,5.84,ID,1715119804
525,el sauzal de rodriguez,31.9,-116.6833,64.42,66,7,7.76,MX,1715119804
526,kapa'a,22.0752,-159.319,82.38,74,20,14.97,US,1715119804
527,primorsk,46.7348,36.3443,53.82,58,26,11.5,UA,1715119804
528,westport,41.1415,-73.3579,80.89,44,0,13.8,US,1715119728
529,dembi dolo,8.5333,34.8,64.51,57,0,2.26,ET,1715119805
530,seminole,28.7086,-81.2081,94.41,50,20,9.22,US,1715119781
531,pizarro,4.9533,-77.366,80.49,89,100,7.67,CO,1715119805
532,pasuquin,18.3328,120.6177,80.51,55,14,4.25,PH,1715119805
533,dingwall,57.5953,-4.4272,49.06,90,99,1.54,GB,1715119805
534,cadale,2.7603,46.3222,82.4,81,75,12.93,SO,1715119805
535,salaga,8.5508,-0.5188,81.03,78,92,7.54,GH,1715119805
536,veraval,20.9,70.3667,81.07,87,0,14.32,IN,1715119805
537,grootfontein,-19.5667,18.1167,64.89,43,9,3.31,NA,1715119805
538,shiloh,38.5614,-89.8973,85.91,47,20,13.8,US,1715119806
539,mooloolaba,-26.6833,153.1167,65.05,98,74,1.99,AU,1715119806
540,egilsstadir,65.2653,-14.3948,44.62,69,48,16.22,IS,1715119806
541,la'ie,21.6477,-157.9253,82.36,68,22,5.01,US,1715119806
542,birobidzhan,48.8,132.95,46.81,38,10,2.28,RU,1715119806
543,middelburg,-25.7751,29.4648,56.77,28,0,3.15,ZA,1715119806
544,hammerfest,70.6634,23.6821,27.05,68,0,8.05,NO,1715119807
545,voskresenskoye,56.8381,45.4317,33.22,98,100,12.53,RU,1715119807
546,juneau,58.3019,-134.4197,46.42,91,100,19.57,US,1715119807
547,novaya tavolzhanka,50.3512,36.8298,42.22,85,71,15.99,RU,1715119807
548,chokwe,-24.5333,32.9833,66.13,87,0,6.49,MZ,1715119807
549,yuzhno-kurilsk,44.0306,145.8556,37.38,95,100,22.01,RU,1715119807
550,webster,42.0501,-71.8801,77.81,32,43,5.01,US,1715119807
551,aykhal,66.0,111.5,23.5,95,97,15.17,RU,1715119807
552,manacapuru,-3.2997,-60.6206,79.27,89,100,4.38,BR,1715119807
553,broome,42.2506,-75.833,74.7,31,45,3.0,US,1715119808
554,galliano,29.4422,-90.2992,86.0,78,100,8.05,US,1715119808
555,mugia,43.1041,-9.2179,56.91,78,100,16.55,ES,1715119808
556,amparafaravola,-17.5833,48.2167,62.15,88,60,7.45,MG,1715119760
557,sheksna,59.21,38.5107,31.93,68,100,5.26,RU,1715119808
558,zabaykal'sk,49.6333,117.3167,53.47,66,100,25.12,RU,1715119808
559,coron,11.9986,120.2043,78.94,83,73,1.7,PH,1715119808
560,yemva,62.59,50.8594,25.93,72,29,4.03,RU,1715119808
561,paoua,7.2427,16.4406,85.24,44,100,4.41,CF,1715119808
562,aripuana,-9.1667,-60.6333,77.4,96,95,2.42,BR,1715119700
563,ad douiem,14.0012,32.3116,87.03,10,1,14.05,SD,1715119809
564,micheweni,-4.9667,39.8333,79.95,82,100,13.33,TZ,1715119809
565,pangody,65.85,74.4859,22.41,95,98,16.42,RU,1715119809
